SEQ705 Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;undetermined;undetermined 92.834:307:313
SEQ252 Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;undetermined;undetermined 93.485:307:313
SEQ863 Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Trichomeriaceae;undetermined;undetermined 92.652:313:313
SEQ1104 Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Trichomeriaceae;undetermined;undetermined 93.610:313:313
SEQ650 Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Trichomeriaceae;undetermined;undetermined 94.569:313:313
SEQ301 Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;undetermined;undetermined;undetermined 91.693:313:313
SEQ1101 Eukaryota;Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;undetermined;undetermined 96.486:313:313
SEQ1170 Eukaryota;Fungi;Ascomycota;Leotiomycetes;Chaetomellales;Chaetomellaceae;undetermined;undetermined 90.705:312:313
SEQ540 Eukaryota;Fungi;Ascomycota;Leotiomycetes;Chaetomellales;Chaetomellaceae;undetermined;undetermined 91.026:312:313
SEQ762 Eukaryota;Fungi;Ascomycota;Leotiomycetes;unknown_order;Pseudeurotiaceae;undetermined;undetermined 91.830:306:313
SEQ824 Eukaryota;Fungi;Ascomycota;Leotiomycetes;unknown_order;Pseudeurotiaceae;undetermined;undetermined 91.946:298:313
SEQ942 Eukaryota;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;undetermined;undetermined 91.054:313:313
SEQ983 Eukaryota;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;undetermined;undetermined 93.485:307:313
SEQ973 Eukaryota;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;Saccharomyces_cerevisiae 100.000:313:313
SEQ844 Eukaryota;Fungi;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;undetermined 100.000:313:313
SEQ1034 Eukaryota;Fungi;Ascomycota;Sordariomycetes;Glomerellales;Plectosphaerellaceae;undetermined;undetermined 90.291:309:313
SEQ337 Eukaryota;Fungi;Ascomycota;Sordariomycetes;Glomerellales;Plectosphaerellaceae;undetermined;undetermined 94.551:312:313
SEQ126 Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;undetermined;undetermined 95.541:314:313
SEQ761 Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;undetermined;undetermined 90.705:312:313
SEQ262 Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;undetermined 100.000:313:313
SEQ821 Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Fusarium;undetermined 100.000:313:313
SEQ473 Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;Purpureocillium;Purpureocillium_lilacinum 100.000:313:313
SEQ1224 Eukaryota;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Ophiocordycipitaceae;unknown_genus;Ophiocordycipitaceae_sp. 97.727:220:313
SEQ318 Eukaryota;Fungi;Ascomycota;Sordariomycetes;Xylariales;Apiosporaceae;undetermined;undetermined 93.464:306:313
SEQ579 Eukaryota;Fungi;Ascomycota;Sordariomycetes;Xylariales;Apiosporaceae;undetermined;undetermined 94.276:297:313
SEQ1000 Eukaryota;Fungi;Ascomycota;Sordariomycetes;undetermined;undetermined;undetermined;undetermined 90.385:312:313
SEQ359 Eukaryota;Fungi;Ascomycota;Sordariomycetes;undetermined;undetermined;undetermined;undetermined 90.385:312:313
SEQ434 Eukaryota;Fungi;Ascomycota;Sordariomycetes;undetermined;undetermined;undetermined;undetermined 90.415:313:313
SEQ825 Eukaryota;Fungi;Ascomycota;Sordariomycetes;undetermined;undetermined;undetermined;undetermined 90.554:307:313
SEQ883 Eukaryota;Fungi;Ascomycota;Sordariomycetes;undetermined;undetermined;undetermined;undetermined 91.693:313:313
SEQ901 Eukaryota;Fungi;Ascomycota;Sordariomycetes;undetermined;undetermined;undetermined;undetermined 92.459:305:313
SEQ941 Eukaryota;Fungi;Ascomycota;Sordariomycetes;undetermined;undetermined;undetermined;undetermined 93.137:306:313
SEQ54 Eukaryota;Fungi;Ascomycota;Sordariomycetes;undetermined;undetermined;undetermined;undetermined 94.444:306:313
SEQ572 Eukaryota;Fungi;Ascomycota;Sordariomycetes;undetermined;undetermined;undetermined;undetermined 95.847:313:313
SEQ688 Eukaryota;Fungi;Ascomycota;Sordariomycetes;unknown_subfamily;undetermined;undetermined;undetermined 100.000:313:313
SEQ350 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 82.911:316:313
SEQ832 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 85.623:313:313
SEQ740 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 85.761:309:313
SEQ1127 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 85.762:302:313
SEQ1243 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 86.026:229:313
SEQ216 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 86.195:297:313
SEQ292 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 86.306:314:313
SEQ896 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 86.319:307:313
SEQ612 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 86.408:309:313
SEQ765 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 86.731:309:313
SEQ128 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 86.859:312:313
SEQ475 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 86.859:312:313
SEQ1025 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 86.901:313:313
SEQ74 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 86.901:313:313
SEQ413 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 86.984:315:313
SEQ1054 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 87.220:313:313
SEQ702 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 87.261:314:313
SEQ65 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 87.302:315:313
SEQ744 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 87.338:308:313
SEQ677 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 87.375:301:313
SEQ692 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 87.460:311:313
SEQ700 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 87.500:312:313
SEQ795 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 87.500:312:313
SEQ966 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 87.582:306:313
SEQ1073 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 87.662:308:313
SEQ1037 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 88.040:301:313
SEQ1061 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 88.065:310:313
SEQ680 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 88.065:310:313
SEQ526 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 88.197:305:313
SEQ862 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 88.498:313:313
SEQ73 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 88.779:303:313
SEQ557 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 88.818:313:313
SEQ328 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 88.889:306:313
SEQ919 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 89.000:300:313
SEQ1060 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 89.068:311:313
SEQ1206 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 89.073:302:313
SEQ1035 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 89.103:312:313
SEQ1048 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 89.137:313:313
SEQ660 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 89.137:313:313
SEQ925 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 89.216:306:313
SEQ345 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 89.286:308:313
SEQ285 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 89.457:313:313
SEQ681 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 89.457:313:313
SEQ746 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 89.508:305:313
SEQ1226 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 89.577:307:313
SEQ394 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 89.577:307:313
SEQ431 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 89.577:307:313
SEQ834 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 89.735:302:313
SEQ1241 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 89.776:313:313
SEQ407 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 89.776:313:313
SEQ682 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 89.776:313:313
SEQ748 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 89.776:313:313
SEQ820 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 89.902:307:313
SEQ932 Eukaryota;Fungi;Ascomycota;undetermined;undetermined;undetermined;undetermined;undetermined 89.902:307:313
SEQ773 Eukaryota;Fungi;Ascomycota;unknown_superorder;undetermined;undetermined;undetermined;undetermined 97.153:281:313
SEQ288 Eukaryota;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;undetermined;undetermined 96.166:313:313
SEQ916 Eukaryota;Fungi;Basidiomycota;Exobasidiomycetes;Exobasidiales;Brachybasidiaceae;Meira;Meira_sp. 98.403:313:313
SEQ1074 Eukaryota;Fungi;Basidiomycota;Exobasidiomycetes;Exobasidiales;Brachybasidiaceae;Meira;Meira_sp. 99.361:313:313
SEQ587 Eukaryota;Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia_japonica 100.000:313:313
SEQ595 Eukaryota;Fungi;Basidiomycota;Malasseziomycetes;Malasseziales;Malasseziaceae;Malassezia;Malassezia_japonica 99.681:313:313
SEQ88 Eukaryota;Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Rhodotorula;Rhodotorula_mucilaginosa 100.000:313:313
SEQ505 Eukaryota;Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;undetermined;undetermined 95.527:313:313
SEQ840 Eukaryota;Fungi;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;Macalpinomyces;Macalpinomyces_bursus 98.403:313:313
SEQ823 Eukaryota;Fungi;Basidiomycota;Ustilaginomycetes;Ustilaginales;Ustilaginaceae;undetermined;undetermined 96.154:312:313
SEQ1065 Eukaryota;Fungi;Basidiomycota;undetermined;undetermined;undetermined;undetermined;undetermined 82.051:312:313
SEQ195 Eukaryota;Fungi;Basidiomycota;undetermined;undetermined;undetermined;undetermined;undetermined 82.143:308:313
SEQ678 Eukaryota;Fungi;Basidiomycota;undetermined;undetermined;undetermined;undetermined;undetermined 82.258:310:313
SEQ859 Eukaryota;Fungi;Basidiomycota;undetermined;undetermined;undetermined;undetermined;undetermined 82.911:316:313
SEQ500 Eukaryota;Fungi;Basidiomycota;undetermined;undetermined;undetermined;undetermined;undetermined 83.895:267:313
SEQ1126 Eukaryota;Fungi;Basidiomycota;undetermined;undetermined;undetermined;undetermined;undetermined 85.623:313:313
SEQ994 Eukaryota;Fungi;Basidiomycota;undetermined;undetermined;undetermined;undetermined;undetermined 85.714:315:313
SEQ950 Eukaryota;Fungi;Basidiomycota;undetermined;undetermined;undetermined;undetermined;undetermined 86.349:315:313
SEQ989 Eukaryota;Fungi;Basidiomycota;undetermined;undetermined;undetermined;undetermined;undetermined 89.524:315:313
SEQ841 Eukaryota;Fungi;Zoopagomycota;undetermined;undetermined;undetermined;undetermined;undetermined 85.668:307:313
SEQ1129 Eukaryota;Fungi;undetermined;undetermined;undetermined;undetermined;undetermined;undetermined 81.073:317:313
SEQ60 Eukaryota;Metazoa;Annelida;Clitellata;Crassiclitellata;Lumbricidae;undetermined;undetermined 100.000:313:313
SEQ354 Eukaryota;Metazoa;Annelida;Clitellata;Crassiclitellata;Lumbricidae;undetermined;undetermined 99.681:313:313
SEQ48 Eukaryota;Metazoa;Annelida;Clitellata;Tubificida;Naididae;undetermined;undetermined 90.705:312:313
SEQ710 Eukaryota;Metazoa;Annelida;Clitellata;Tubificida;Naididae;undetermined;undetermined 91.318:311:313
SEQ372 Eukaryota;Metazoa;Annelida;Clitellata;Tubificida;Naididae;undetermined;undetermined 91.781:292:313
SEQ699 Eukaryota;Metazoa;Annelida;Clitellata;Tubificida;Naididae;undetermined;undetermined 93.291:313:313
SEQ217 Eukaryota;Metazoa;Annelida;Clitellata;Tubificida;Naididae;undetermined;undetermined 93.610:313:313
SEQ536 Eukaryota;Metazoa;Annelida;Clitellata;Tubificida;Naididae;undetermined;undetermined 93.610:313:313
SEQ135 Eukaryota;Metazoa;Annelida;Clitellata;Tubificida;Naididae;undetermined;undetermined 93.930:313:313
SEQ23 Eukaryota;Metazoa;Annelida;Clitellata;Tubificida;Naididae;undetermined;undetermined 93.930:313:313
SEQ309 Eukaryota;Metazoa;Annelida;Clitellata;Tubificida;Naididae;undetermined;undetermined 93.930:313:313
SEQ67 Eukaryota;Metazoa;Annelida;Clitellata;Tubificida;Naididae;undetermined;undetermined 93.930:313:313
SEQ240 Eukaryota;Metazoa;Annelida;Clitellata;Tubificida;Naididae;undetermined;undetermined 94.249:313:313
SEQ201 Eukaryota;Metazoa;Annelida;Clitellata;Tubificida;Naididae;undetermined;undetermined 94.268:314:313
SEQ669 Eukaryota;Metazoa;Annelida;Polychaeta;Phyllodocida;Nereididae;undetermined;undetermined 91.667:312:313
SEQ918 Eukaryota;Metazoa;Annelida;undetermined;undetermined;undetermined;undetermined;undetermined 81.605:299:313
SEQ210 Eukaryota;Metazoa;Annelida;undetermined;undetermined;undetermined;undetermined;undetermined 83.280:311:313
SEQ1113 Eukaryota;Metazoa;Annelida;undetermined;undetermined;undetermined;undetermined;undetermined 84.014:294:313
SEQ749 Eukaryota;Metazoa;Annelida;undetermined;undetermined;undetermined;undetermined;undetermined 87.781:311:313
SEQ1106 Eukaryota;Metazoa;Arthropoda;Arachnida;Opiliones;Phalangiidae;Mitopus;Mitopus_morio 97.444:313:313
SEQ1056 Eukaryota;Metazoa;Arthropoda;Arachnida;unknown_order;unknown_family;undetermined;undetermined 92.308:234:313
SEQ693 Eukaryota;Metazoa;Arthropoda;Arachnida;unknown_order;unknown_family;undetermined;undetermined 92.735:234:313
SEQ567 Eukaryota;Metazoa;Arthropoda;Branchiopoda;Diplostraca;Chydoridae;undetermined;undetermined 94.249:313:313
SEQ1076 Eukaryota;Metazoa;Arthropoda;Branchiopoda;Diplostraca;Macrotrichidae;Macrothrix;Macrothrix_sp._HE-364 98.077:312:313
SEQ1044 Eukaryota;Metazoa;Arthropoda;Branchiopoda;Diplostraca;Macrotrichidae;Macrothrix;Macrothrix_sp._HE-364 99.681:313:313
SEQ1123 Eukaryota;Metazoa;Arthropoda;Branchiopoda;Diplostraca;Macrotrichidae;undetermined;undetermined 94.872:312:313
SEQ855 Eukaryota;Metazoa;Arthropoda;Branchiopoda;Diplostraca;Macrotrichidae;undetermined;undetermined 95.192:312:313
SEQ629 Eukaryota;Metazoa;Arthropoda;Branchiopoda;Diplostraca;Macrotrichidae;undetermined;undetermined 95.513:312:313
SEQ247 Eukaryota;Metazoa;Arthropoda;Branchiopoda;Diplostraca;Moinidae;Moina;undetermined 99.042:313:313
SEQ1050 Eukaryota;Metazoa;Arthropoda;Collembola;Entomobryomorpha;Entomobryidae;unknown_genus;undetermined 100.000:313:313
SEQ891 Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;Acartiidae;Acartia;Acartia_tonsa 95.208:313:313
SEQ598 Eukaryota;Metazoa;Arthropoda;Hexanauplia;Calanoida;Acartiidae;Acartia;Acartia_tonsa 99.361:313:313
SEQ1115 Eukaryota;Metazoa;Arthropoda;Hexanauplia;Cyclopoida;Cyclopidae;undetermined;undetermined 89.744:312:313
SEQ1213 Eukaryota;Metazoa;Arthropoda;Hexanauplia;Cyclopoida;Cyclopidae;undetermined;undetermined 90.476:294:313
SEQ850 Eukaryota;Metazoa;Arthropoda;Hexanauplia;Cyclopoida;Cyclopidae;undetermined;undetermined 90.493:284:313
SEQ38 Eukaryota;Metazoa;Arthropoda;Hexanauplia;Cyclopoida;Cyclopidae;undetermined;undetermined 91.987:312:313
SEQ630 Eukaryota;Metazoa;Arthropoda;Hexanauplia;Cyclopoida;Cyclopidae;undetermined;undetermined 91.987:312:313
SEQ343 Eukaryota;Metazoa;Arthropoda;Hexanauplia;Cyclopoida;Cyclopidae;undetermined;undetermined 92.308:312:313
SEQ344 Eukaryota;Metazoa;Arthropoda;Hexanauplia;Cyclopoida;Cyclopidae;undetermined;undetermined 92.308:312:313
SEQ502 Eukaryota;Metazoa;Arthropoda;Hexanauplia;Cyclopoida;Cyclopidae;undetermined;undetermined 92.308:312:313
SEQ6 Eukaryota;Metazoa;Arthropoda;Hexanauplia;Cyclopoida;Cyclopidae;undetermined;undetermined 92.628:312:313
SEQ447 Eukaryota;Metazoa;Arthropoda;Hexanauplia;Harpacticoida;Canuellidae;Coullana;Coullana_sp._RFF-2001 97.125:313:313
SEQ986 Eukaryota;Metazoa;Arthropoda;Hexanauplia;Harpacticoida;Canuellidae;undetermined;undetermined 92.832:279:313
SEQ265 Eukaryota;Metazoa;Arthropoda;Hexanauplia;Harpacticoida;Canuellidae;undetermined;undetermined 96.805:313:313
SEQ463 Eukaryota;Metazoa;Arthropoda;Hexanauplia;Harpacticoida;Canuellidae;undetermined;undetermined 96.805:313:313
SEQ1091 Eukaryota;Metazoa;Arthropoda;Insecta;Coleoptera;Carabidae;Harpalus;Harpalus_caliginosus 99.681:313:313
SEQ649 Eukaryota;Metazoa;Arthropoda;Insecta;Coleoptera;Carabidae;undetermined;undetermined 90.311:289:313
SEQ12 Eukaryota;Metazoa;Arthropoda;Insecta;Coleoptera;Carabidae;undetermined;undetermined 90.625:288:313
SEQ159 Eukaryota;Metazoa;Arthropoda;Insecta;Coleoptera;Carabidae;undetermined;undetermined 90.625:288:313
SEQ1208 Eukaryota;Metazoa;Arthropoda;Insecta;Diptera;Chironomidae;undetermined;undetermined 88.779:303:313
SEQ1116 Eukaryota;Metazoa;Arthropoda;Insecta;Diptera;Chironomidae;undetermined;undetermined 89.610:308:313
SEQ992 Eukaryota;Metazoa;Arthropoda;Insecta;Diptera;Chironomidae;undetermined;undetermined 90.033:301:313
SEQ393 Eukaryota;Metazoa;Arthropoda;Insecta;Diptera;Chironomidae;undetermined;undetermined 90.064:312:313
SEQ382 Eukaryota;Metazoa;Arthropoda;Insecta;Diptera;Chironomidae;undetermined;undetermined 90.127:314:313
SEQ791 Eukaryota;Metazoa;Arthropoda;Insecta;Diptera;Chironomidae;undetermined;undetermined 90.278:288:313
SEQ47 Eukaryota;Metazoa;Arthropoda;Insecta;Diptera;Chironomidae;undetermined;undetermined 90.333:300:313
SEQ91 Eukaryota;Metazoa;Arthropoda;Insecta;Diptera;Chironomidae;undetermined;undetermined 90.365:301:313
SEQ9 Eukaryota;Metazoa;Arthropoda;Insecta;Diptera;Chironomidae;undetermined;undetermined 90.385:312:313
SEQ456 Eukaryota;Metazoa;Arthropoda;Insecta;Diptera;Chironomidae;undetermined;undetermined 90.415:313:313
SEQ479 Eukaryota;Metazoa;Arthropoda;Insecta;Diptera;Chironomidae;undetermined;undetermined 90.675:311:313
SEQ470 Eukaryota;Metazoa;Arthropoda;Insecta;Diptera;Chironomidae;undetermined;undetermined 90.698:301:313
SEQ1029 Eukaryota;Metazoa;Arthropoda;Insecta;Diptera;Chironomidae;undetermined;undetermined 90.735:313:313
SEQ736 Eukaryota;Metazoa;Arthropoda;Insecta;Diptera;Chironomidae;undetermined;undetermined 90.909:308:313
SEQ780 Eukaryota;Metazoa;Arthropoda;Insecta;Diptera;Chironomidae;undetermined;undetermined 91.362:301:313
SEQ103 Eukaryota;Metazoa;Arthropoda;Insecta;Diptera;Chironomidae;undetermined;undetermined 91.374:313:313
SEQ707 Eukaryota;Metazoa;Arthropoda;Insecta;Diptera;Chironomidae;undetermined;undetermined 91.667:312:313
SEQ134 Eukaryota;Metazoa;Arthropoda;Insecta;Diptera;Chironomidae;undetermined;undetermined 91.693:313:313
SEQ839 Eukaryota;Metazoa;Arthropoda;Insecta;Diptera;Chironomidae;undetermined;undetermined 91.693:313:313
SEQ129 Eukaryota;Metazoa;Arthropoda;Insecta;Diptera;Chironomidae;undetermined;undetermined 91.987:312:313
SEQ163 Eukaryota;Metazoa;Arthropoda;Insecta;Diptera;Chironomidae;undetermined;undetermined 91.987:312:313
SEQ193 Eukaryota;Metazoa;Arthropoda;Insecta;Diptera;Chironomidae;undetermined;undetermined 91.987:312:313
SEQ53 Eukaryota;Metazoa;Arthropoda;Insecta;Diptera;Chironomidae;undetermined;undetermined 91.987:312:313
SEQ115 Eukaryota;Metazoa;Arthropoda;Insecta;Diptera;Chironomidae;undetermined;undetermined 92.013:313:313
